N,ds_m,error,integrator_name,iter_count,iters_per_point,lap_time_s,model_name,reg_term,reg_term_relative,return_status,solve_time_s,time_per_iter_ms,time_per_iter_per_point_ms,time_per_lap_solve_ratio,time_per_point_ms,track_id
3999,0.1,,rk4,101,0.02525631407851963,28.71840014382239,point_mass,3.1132482808292075,0.09780355196491156,Solve_Succeeded,246.19303686999774,2437.554820495027,0.6095410903963558,8.572658492014092,61.56365013003194,fsg_random
3495,0.11444192979749987,,rk4,96,0.027467811158798282,28.708724905026774,point_mass,3.1128083450926205,0.09782081588042088,Solve_Succeeded,198.37384003499756,2066.3941670312247,0.5912429662464161,6.9098798602602916,56.759324759655954,fsg_random
3054,0.1309695529577589,,rk4,98,0.032089063523248196,28.697585830521046,point_mass,3.112661416373385,0.09785090295635057,Solve_Succeeded,169.2839210509992,1727.386949499992,0.5656145872626037,5.8988906610729215,55.43022955173517,fsg_random
2668,0.14988408385201787,,rk4,120,0.044977511244377814,28.68640518626951,point_mass,3.111216731347181,0.09784432116992647,Solve_Succeeded,171.19322981000005,1426.6102484166672,0.5347114874125438,5.967747743169302,64.16537848950526,fsg_random
2332,0.17153023801955214,,rk4,109,0.046740994854202404,28.681225786631956,point_mass,3.1087235705154797,0.09778950999859129,Solve_Succeeded,137.86106213099265,1264.7803865228684,0.5423586563134084,4.806665627075408,59.11709353816151,fsg_random
2037,0.19630251457582026,,rk4,38,0.018654884634266077,28.682501950175862,point_mass,3.1050784954019868,0.0976821277957301,Solve_Succeeded,53.577107303994126,1409.923876420898,0.6921570330981336,1.8679370229648193,26.30196725772908,fsg_random
1780,0.22465238592158718,,rk4,35,0.019662921348314606,28.680688632436016,point_mass,3.104624199846434,0.09767480396459248,Solve_Succeeded,44.50189734000014,1271.4827811428613,0.7143161691813826,1.5516328045788745,25.001065921348392,fsg_random
1556,0.2570965257847913,,rk4,36,0.02313624678663239,28.674651800071484,point_mass,3.105389745579405,0.09771509395664647,Solve_Succeeded,40.09628158500709,1113.7855995835305,0.7158005138711635,1.398317994044731,25.768818499361885,fsg_random
1359,0.29422622555044203,,rk4,38,0.027961736571008096,28.67017762510918,point_mass,3.1070009165988495,0.0977745998601123,Solve_Succeeded,36.84025185299106,969.4803119208174,0.7133777129660172,1.2849676878432235,27.10835309270865,fsg_random
1188,0.33671817049027053,,rk4,37,0.031144781144781145,28.668341436019283,point_mass,3.107627967902033,0.09779805388151387,Solve_Succeeded,32.05138967699895,866.2537750540257,0.7291698443215704,1.1180064165389478,26.979284239898107,fsg_random
1038,0.3853467722879013,,rk4,36,0.03468208092485549,28.664395154231382,point_mass,3.1055780863301656,0.09775198936476262,Solve_Succeeded,27.30604553000012,758.5012647222255,0.7307333956861517,0.9526119558105958,26.306402244701463,fsg_random
907,0.4409982826186517,,rk4,36,0.03969128996692393,28.660616159051663,point_mass,3.1045383787019567,0.09773408704850282,Solve_Succeeded,24.221683064009994,672.8245295558331,0.7418131527627708,0.8451208072287115,26.70527349945975,fsg_random
792,0.5046869450026175,,rk4,38,0.047979797979797977,28.6610411004973,point_mass,3.103470401479889,0.09770244385111078,Solve_Succeeded,22.231623858999228,585.0427331315586,0.7386903196105539,0.7756739813130336,28.070232145201047,fsg_random
692,0.5775734792970422,,rk4,37,0.05346820809248555,28.660047653421476,point_mass,3.101665204585345,0.09765421715294693,Solve_Succeeded,16.537381775007816,446.95626418940043,0.6458905551869949,0.5770186419433103,23.89795054191881,fsg_random
605,0.6609862357060986,,rk4,38,0.0628099173553719,28.658408829427263,point_mass,3.1018232131955337,0.09766374530994709,Solve_Succeeded,14.505637009002385,381.72728971058905,0.6309541978687422,0.5061563988195878,23.976259519012203,fsg_random
529,0.7564454038379105,,rk4,40,0.07561436672967864,28.657522177374265,point_mass,3.1017064324357797,0.09766315393056177,Solve_Succeeded,12.672340908000479,316.80852270001196,0.5988818954631606,0.44219946265994925,23.955275818526424,fsg_random
462,0.8656907180165958,,rk4,37,0.08008658008658008,28.65583455400624,point_mass,3.0988721044271514,0.09758780447131465,Solve_Succeeded,10.497981324006105,283.72922497313795,0.6141325215868787,0.3663470803553488,22.722903298714513,fsg_random
404,0.9907131637760251,,rk4,37,0.09158415841584158,28.652224492156,point_mass,3.0964956563706423,0.09753135376432932,Solve_Succeeded,9.267173923988594,250.4641601077998,0.6199607923460392,0.323436455222722,22.93854931680345,fsg_random
353,1.1337912633831488,,rk4,37,0.1048158640226629,28.641598572457344,point_mass,3.0994568754473732,0.09764819826279512,Solve_Succeeded,7.84539677099383,212.0377505674008,0.600673514355243,0.273916162575444,22.22492003114399,fsg_random
308,1.2975326016911297,,rk4,40,0.12987012987012986,28.638575847095122,point_mass,3.0940051863650133,0.0975024749201008,Solve_Succeeded,7.094966863995069,177.37417159987672,0.5758901675320673,0.24774160914550952,23.035606701282692,fsg_random
269,1.4849213491270368,,rk4,40,0.14869888475836432,28.629468559882856,point_mass,3.0906160332266666,0.09743404132970168,Solve_Succeeded,6.190445883999928,154.7611470999982,0.5753202494423725,0.21622636379196755,23.0128099776949,fsg_random
235,1.6993726479160507,,rk4,40,0.1702127659574468,28.61886448870244,point_mass,3.091843637367912,0.09750156398513259,Solve_Succeeded,5.496982488009962,137.42456220024906,0.5847853710648896,0.19207549237950886,23.391414842595584,fsg_random
206,1.944794852726002,,rk4,39,0.18932038834951456,28.632277605889293,point_mass,3.079977557359957,0.09712262787697566,Solve_Succeeded,4.713114254001994,120.84908343594856,0.5866460360968376,0.1646084296497798,22.879195407776667,fsg_random
180,2.2256607600620826,,rk4,39,0.21666666666666667,28.62608422487948,point_mass,3.0847742960231948,0.09727817031474631,Solve_Succeeded,4.035381664012675,103.47132471827372,0.5748406928792985,0.14096869248031652,22.41878702229264,fsg_random
157,2.54708912456075,,rk4,40,0.25477707006369427,28.582347201759784,point_mass,3.0855391127342564,0.09743432454227421,Solve_Succeeded,3.568957634997787,89.22394087494467,0.5683053558913673,0.12486579950222038,22.732214235654695,fsg_random
137,2.9149379478095683,,rk4,41,0.29927007299270075,28.635069523745354,point_mass,3.0808463156972863,0.09713880977909127,Solve_Succeeded,3.143360770001891,76.66733585370467,0.5596155901730268,0.10977311465562498,22.944239197094095,fsg_random
120,3.3359112398729085,,rk4,39,0.325,28.57112548647687,point_mass,3.0766260196727693,0.09721467950337433,Solve_Succeeded,2.6028672109969193,66.74018489735691,0.5561682074779741,0.09110131878525031,21.690560091640993,fsg_random
105,3.8176811992422626,,rk4,37,0.3523809523809524,28.566044270081857,point_mass,3.0801087236882765,0.09732964143523629,Solve_Succeeded,2.1949301340064267,59.322436054227744,0.5649755814688356,0.076837034671449,20.904096514346918,fsg_random
92,4.369028037929182,,rk4,20,0.21739130434782608,28.520108799763292,point_mass,3.0770408026302256,0.09738349317424305,Solve_Succeeded,1.3066373050096445,65.33186525048222,0.7101289701139373,0.04581459748921046,14.202579402278745,fsg_random
,5.0,"Error in Opti::solve [OptiNode] at .../casadi/core/optistack.cpp:217:
.../casadi/core/optistack_internal.cpp:1338: Assertion ""return_success(accept_limit)"" failed:
Solver failed. You may use opti.debug.value to investigate the latest values of variables. return_status is 'Restoration_Failed'",rk4,,,,point_mass,,,,,,,,,fsg_random
