N,ds_m,error,integrator_name,iter_count,iters_per_point,lap_time_s,model_name,reg_term,reg_term_relative,return_status,solve_time_s,time_per_iter_ms,time_per_iter_per_point_ms,time_per_lap_solve_ratio,time_per_point_ms,track_id
1038,0.3853467722879013,,euler,36,0.03468208092485549,28.666732266782475,point_mass,3.1050807682949753,0.09773067608281694,Solve_Succeeded,7.842252040005405,217.84033444459462,0.20986544744180596,0.27356630560549106,7.555156107905015,fsg_random
907,0.4409982826186517,,euler,37,0.040793825799338476,28.66481736996683,point_mass,3.1046318054067825,0.09772381599279874,Solve_Succeeded,7.014753199997358,189.58792432425292,0.20902747996058757,0.2447164797689229,7.73401675854174,fsg_random
793,0.5046869450026175,,euler,37,0.04665825977301387,28.66285055702843,point_mass,3.105566455468548,0.09775641179246948,Solve_Succeeded,6.177115970000159,166.94908027027458,0.21052847448962747,0.21550947829525857,7.789553556116216,fsg_random
693,0.5775734792970422,,euler,35,0.050505050505050504,28.66199220879749,point_mass,3.1035191178637156,0.09770090227569836,Solve_Succeeded,3.5174029170011636,100.49722620003325,0.14501764242429038,0.12272011280226135,5.075617484850164,fsg_random
605,0.6609862357060986,,euler,37,0.06115702479338843,28.66305217725056,point_mass,3.101677954420822,0.09764534254072756,Solve_Succeeded,3.1719207459973404,85.72758772965786,0.14169849211513694,0.11066235118236456,5.242844208260067,fsg_random
529,0.7564454038379105,,euler,37,0.06994328922495274,28.660597063547236,point_mass,3.1019150889155505,0.09765962698498443,Solve_Succeeded,2.7959062029985944,75.56503251347553,0.1428450520103507,0.09755226650719863,5.2852669243829755,fsg_random
462,0.8656907180165958,,euler,41,0.08874458874458875,28.659498565196255,point_mass,3.0993938615334464,0.09759137125716821,Solve_Succeeded,2.625705961007043,64.04160880504982,0.13861820087673124,0.09161730289990726,5.68334623594598,fsg_random
404,0.9907131637760251,,euler,39,0.09653465346534654,28.6553764877083,point_mass,3.096112629026411,0.09751078501053975,Solve_Succeeded,2.188088773007621,56.10484033352874,0.13887336716219986,0.0763587515224656,5.416061319325795,fsg_random
353,1.1337912633831488,,euler,38,0.10764872521246459,28.649363174923906,point_mass,3.0979789360589294,0.0975823086300884,Solve_Succeeded,1.8684994020004524,49.171036894748745,0.13929472208144122,0.06521957889925821,5.293199439094766,fsg_random
308,1.2975326016911297,,euler,40,0.12987012987012986,28.65018886398023,point_mass,3.090564020871927,0.09736895756958736,Solve_Succeeded,1.7278274999989662,43.195687499974156,0.1402457386362797,0.06030771762804106,5.609829545451189,fsg_random
269,1.4849213491270368,,euler,40,0.14869888475836432,28.64223971363152,point_mass,3.0907444908359167,0.09739848199971042,Solve_Succeeded,1.4551163989963243,36.37790997490811,0.1352338660777253,0.05080316391262517,5.409354643109012,fsg_random
235,1.6993726479160507,,euler,44,0.18723404255319148,28.63994605250967,point_mass,3.0909120686635063,0.09741028927928744,Solve_Succeeded,1.3605936749954708,30.922583522624336,0.13158546179840144,0.04750685188096729,5.789760319129663,fsg_random
206,1.944794852726002,,euler,38,0.18446601941747573,28.64254413720767,point_mass,3.090952750436596,0.09740347120837123,Solve_Succeeded,1.0541416319902055,27.740569262900145,0.13466295758689392,0.03680335192783516,5.1171923883019685,fsg_random
180,2.2256607600620826,,euler,37,0.20555555555555555,28.649001211210866,point_mass,3.0858652544067766,0.09723895507013024,Solve_Succeeded,0.8923716429999331,24.118152513511706,0.13398973618617613,0.03114843817489638,4.957620238888516,fsg_random
157,2.54708912456075,,euler,38,0.24203821656050956,28.63665144809546,point_mass,3.079217265711023,0.09708759023745689,Solve_Succeeded,0.7611845089995768,20.03117128946255,0.12758707827683152,0.026580779194077208,4.848308974519598,fsg_random
137,2.9149379478095683,,euler,38,0.2773722627737226,28.662138897537364,point_mass,3.070449371549369,0.09676013017004796,Solve_Succeeded,0.6899319280055352,18.156103368566715,0.132526301960341,0.024071194772725554,5.035999474492957,fsg_random
120,3.3359112398729085,,euler,38,0.31666666666666665,28.633215073938146,point_mass,3.079510514217393,0.09710645985495384,Solve_Succeeded,0.6036444069904974,15.88537913132888,0.13237815942774067,0.021081963916093113,5.030370058254145,fsg_random
105,3.8176811992422626,,euler,39,0.37142857142857144,28.640534125348925,point_mass,3.0819274429785573,0.09715284661438861,Solve_Succeeded,0.5029493629990611,12.89613751279644,0.122820357264728,0.017560753608778366,4.789993933324392,fsg_random
92,4.369028037929182,,euler,41,0.44565217391304346,28.73213208578182,point_mass,3.0795389413114194,0.09680531835905916,Solve_Succeeded,0.45888860899140127,11.192405097351251,0.12165657714512229,0.015971268947997202,4.987919662950014,fsg_random
80,5.0,,euler,29,0.3625,28.60472242761142,point_mass,3.0614435434799105,0.09667869316022543,Solve_Succeeded,0.2976038010092452,10.26220003480156,0.12827750043501948,0.01040400939957997,3.720047512615565,fsg_random
