N,ds_m,error,integrator_name,iter_count,iters_per_point,lap_time_s,model_name,reg_term,reg_term_relative,return_status,solve_time_s,time_per_iter_ms,time_per_iter_per_point_ms,time_per_lap_solve_ratio,time_per_point_ms,track_id
4000,0.1,,rk4,94,0.0235,28.72485166587183,point_mass,3.112759647660752,0.09776988659754361,Solve_Succeeded,227.48834042200178,2420.0887278936357,0.605022181973409,7.919565366886891,56.872085105500446,fsg_random
3495,0.11444192979749987,,rk4,108,0.030901287553648068,28.715655066651724,point_mass,3.1118614705166188,0.09777267625900282,Solve_Succeeded,211.90501043399854,1962.083429944431,0.5613972617866756,7.379424566221706,60.63090427296096,fsg_random
3054,0.1309695529577589,,rk4,101,0.03307138179436804,28.70429266542326,point_mass,3.1117382807022267,0.09780410026540944,Solve_Succeeded,171.6466894000041,1699.4721722772683,0.5564741886958966,5.97982648103247,56.20389305828556,fsg_random
2669,0.14988408385201787,,rk4,105,0.03934057699512926,28.692628840442616,point_mass,3.1107597685772355,0.09781221135960914,Solve_Succeeded,152.68277974300145,1454.1217118381091,0.5448189253795838,5.321324183714849,57.205987164856296,fsg_random
2332,0.17153023801955214,,rk4,103,0.04416809605488851,28.688663149293905,point_mass,3.1071662745519255,0.09772244759313159,Solve_Succeeded,127.57770111499121,1238.618457427099,0.5311399903203685,4.4469726752719465,54.70741900299795,fsg_random
2038,0.19630251457582026,,rk4,38,0.018645731108930325,28.68945442782824,point_mass,3.1046696643468294,0.09764916483769173,Solve_Succeeded,52.1605675000028,1372.6465131579685,0.6735262576830071,1.8181094252321512,25.59399779195427,fsg_random
1780,0.22465238592158718,,rk4,35,0.019662921348314606,28.688820175760007,point_mass,3.1030360362331137,0.09760474555312465,Solve_Succeeded,42.92769086899352,1226.505453399815,0.6890480075279859,1.496321236147046,24.116680263479505,fsg_random
1556,0.2570965257847913,,rk4,36,0.02313624678663239,28.68268788176133,point_mass,3.1041533854950423,0.09765529576833515,Solve_Succeeded,39.13860123800987,1087.1833677224965,0.6987039638319384,1.3645374310577503,25.153342697949785,fsg_random
1359,0.29422622555044203,,rk4,38,0.027961736571008096,28.676958592195817,point_mass,3.1059407532557444,0.09772364438803895,Solve_Succeeded,35.45542152499547,933.0374085525124,0.6865617428642475,1.2363731464411416,26.089346228841407,fsg_random
1188,0.33671817049027053,,rk4,41,0.034511784511784514,28.67418772719452,point_mass,3.1068034052764446,0.09775665561613626,Solve_Succeeded,33.21457084300346,810.1114839756941,0.6819120235485641,1.1583439140109573,27.958392965491125,fsg_random
