N,ds_m,error,integrator_name,iter_count,iters_per_point,lap_time_s,model_name,reg_term,reg_term_relative,return_status,solve_time_s,time_per_iter_ms,time_per_iter_per_point_ms,time_per_lap_solve_ratio,time_per_point_ms,track_id
1038,0.3853467722879013,,rk4,36,0.03468208092485549,28.671376394836777,point_mass,3.1045484670298933,0.0977012779494443,Solve_Succeeded,26.46155204399838,735.0431123332884,0.7081340195889099,0.922925766785429,25.492824705200753,fsg_random
907,0.4409982826186517,,rk4,36,0.03969128996692393,28.66914889853819,point_mass,3.104584348808423,0.09770914625109982,Solve_Succeeded,23.12916835299984,642.47689869444,0.7083538023091952,0.8067615971040972,25.500736883131026,fsg_random
793,0.5046869450026175,,rk4,36,0.04539722572509458,28.66925605759066,point_mass,3.1036517430729162,0.09768233246212664,Solve_Succeeded,20.715346804005094,575.4263001112527,0.7256321565085152,0.722563109499326,26.12275763430655,fsg_random
693,0.5775734792970422,,rk4,37,0.05339105339105339,28.667597569496902,point_mass,3.102534342926546,0.09765569596874496,Solve_Succeeded,15.126229819987202,408.8170221618163,0.5899235529030538,0.5276420454597813,21.827171457412987,fsg_random
605,0.6609862357060986,,rk4,37,0.06115702479338843,28.668999825946198,point_mass,3.1007472163770124,0.09760062654091141,Solve_Succeeded,13.122700646010344,354.6675850273066,0.5862274132682753,0.4577313727608298,21.69041429092619,fsg_random
529,0.7564454038379105,,rk4,39,0.07372400756143667,28.667097175010422,point_mass,3.1006202118712842,0.09760286438306288,Solve_Succeeded,11.717849249005667,300.4576730514273,0.5679729169214127,0.40875604451574216,22.150943759935096,fsg_random
462,0.8656907180165958,,rk4,40,0.08658008658008658,28.66588851106024,point_mass,3.098287240138948,0.097540300255453,Solve_Succeeded,10.335129447004874,258.37823617512186,0.5592602514613028,0.3605375581858292,22.37041005845211,fsg_random
404,0.9907131637760251,,rk4,42,0.10396039603960396,28.661401515826274,point_mass,3.0948325742681604,0.09745590631080264,Solve_Succeeded,9.389510238994262,223.55976759510148,0.5533657613740135,0.32760122472760295,23.241361977708568,fsg_random
353,1.1337912633831488,,rk4,38,0.10764872521246459,28.65181056952358,point_mass,3.0996051875506616,0.09762100724154535,Solve_Succeeded,7.671044489994529,201.8695918419613,0.571868532130202,0.26773332426517166,21.731004220947675,fsg_random
308,1.2975326016911297,,rk4,38,0.12337662337662338,28.65340493379412,point_mass,3.091985364331155,0.0973995069927917,Solve_Succeeded,6.832728187000612,179.8086365000161,0.5837942743507017,0.23846129989745204,22.184182425326664,fsg_random
269,1.4849213491270368,,rk4,38,0.1412639405204461,28.646639821759614,point_mass,3.0892835449617913,0.09734342717128072,Solve_Succeeded,5.881410061992938,154.77394899981414,0.5753678401480079,0.2053088983066522,21.8639779256243,fsg_random
235,1.6993726479160507,,rk4,40,0.1702127659574468,28.639312139031468,point_mass,3.089786218354348,0.09738020865112657,Solve_Succeeded,5.337887369008968,133.4471842252242,0.5678603584052093,0.18638322537552,22.71441433620837,fsg_random
206,1.944794852726002,,rk4,38,0.18446601941747573,28.648178881540392,point_mass,3.0795474115806662,0.09706171136027318,Solve_Succeeded,4.462824187998194,117.44274178942617,0.5701103970360494,0.1557803798437547,21.664195087369876,fsg_random
180,2.2256607600620826,,rk4,40,0.2222222222222222,28.638680696466576,point_mass,3.084329660780263,0.09722689070319189,Solve_Succeeded,3.9556135930033633,98.89033982508408,0.5493907768060227,0.13812136232558384,21.97563107224091,fsg_random
157,2.54708912456075,,rk4,40,0.25477707006369427,28.613166917834715,point_mass,3.0846643118709522,0.09731468028576526,Solve_Succeeded,3.4611900730087655,86.52975182521914,0.5511449160841984,0.12096494187266599,22.045796643367932,fsg_random
137,2.9149379478095683,,rk4,39,0.2846715328467153,28.615766469487543,point_mass,3.0816855080394525,0.09722186850300522,Solve_Succeeded,2.9615472510049585,75.93710900012714,0.5542854671542127,0.10349354975910924,21.617133219014296,fsg_random
120,3.3359112398729085,,rk4,39,0.325,28.592562475104913,point_mass,3.0769279558435585,0.09715748229522136,Solve_Succeeded,2.572013008000795,65.94905148719987,0.5495754290599988,0.08995391757000462,21.433441733339954,fsg_random
105,3.8176811992422626,,rk4,37,0.3523809523809524,28.57323943718704,point_mass,3.080861782032258,0.0973289925591589,Solve_Succeeded,2.152100078004878,58.164866973104814,0.5539511140295696,0.0753187290064142,20.496191219094076,fsg_random
92,4.369028037929182,,rk4,20,0.21739130434782608,28.539992557679057,point_mass,3.078094982305064,0.09735234550200154,Solve_Succeeded,1.3062994820065796,65.31497410032898,0.7099453706557497,0.045770841718566,14.198907413114995,fsg_random
80,5.0,,rk4,21,0.2625,28.558137831445276,point_mass,3.0460938001034528,0.09638246661446148,Solve_Succeeded,1.1399094019870972,54.28140009462368,0.678517501182796,0.039915396750132164,14.248867524838715,fsg_random
